"hscode_id","query_name","base_nomenclature","classification","reporter","reporter_code","year","subid","tl","tls","tldesc","product","product_description","hs4","hs4desc","hs6","hs6desc","level","tl_level_flag","record_status","d_in","i_ts","u_ts","d_ts","local_policies"
"3130",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285210100","  "," --1 Certified reference materials","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285210"," - Chemically defined","9","1","R","0",NULL,NULL,NULL,"0"
"3131",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285210210","  "," ---(1) Sulphates","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285210"," - Chemically defined","9","1","R","0",NULL,NULL,NULL,"0"
"3132",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285210220","  "," ---(2) Chemical preparations for photographic uses (other than varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285210"," - Chemically defined","9","1","R","0",NULL,NULL,NULL,"0"
"3133",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285210291","  "," ----Mercury carbides","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285210"," - Chemically defined","9","1","R","0",NULL,NULL,NULL,"0"
"3134",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285210299","  "," ----Other","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285210"," - Chemically defined","9","1","R","0",NULL,NULL,NULL,"0"
"3135",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285210911","  "," ----A Tannins and their derivatives","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285210"," - Chemically defined","9","1","R","0",NULL,NULL,NULL,"0"
"3136",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285210919","  "," ----B Other","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285210"," - Chemically defined","9","1","R","0",NULL,NULL,NULL,"0"
"3137",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285210920","  "," ---(2) Albuminoidal substances and their derivatives, excluding albuminates and other albumin derivatives","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285210"," - Chemically defined","9","1","R","0",NULL,NULL,NULL,"0"
"3138",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285210990","00'"," ---(3) Other","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285210"," - Chemically defined","9","1","R","0",NULL,NULL,NULL,"0"
"3139",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285210990","01'"," ---mercury salt of albumin","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285210"," - Chemically defined","9","1","R","0",NULL,NULL,NULL,"0"
"3140",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285210990","02'"," ---Other","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285210"," - Chemically defined","9","1","R","0",NULL,NULL,NULL,"0"
"3141",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285290110","00'"," ---(1) Polysulphides","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3142",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285290110","01'"," ---Pharmaceutical products","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3143",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285290110","02'"," ---Other","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3144",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285290190","00'"," ---(2) Other","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3145",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285290190","01'"," ---Pharmaceutical products","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3146",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285290190","02'"," ---Other","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3147",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285290210","00'"," ---(1) Sultones and sultams","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3148",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285290210","01'"," ---Pharmaceutical products","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3149",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285290210","02'"," ---Other","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3150",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285290290","00'"," ---(2) Other","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3151",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285290290","01'"," ---Pharmaceutical products","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3152",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285290290","02'"," ---Other","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2852","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams.","285290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3153",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285310000","  "," -Cyanogen chloride (chlorcyan)","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2853","Phosphides, whether or not chemically defined, excluding ferrophosphorus; other inorganic compounds ","285310"," - Cyanogen chloride (chlorcyan)","9","1","R","0",NULL,NULL,NULL,"0"
"3154",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","285390000","  "," -Other","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare- earth metals, of ra","2853","Phosphides, whether or not chemically defined, excluding ferrophosphorus; other inorganic compounds ","285390"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3155",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290110000","  "," -Saturated","29","Organic chemicals","2901","Acyclic hydrocarbons.","290110"," - Saturated","9","1","R","0",NULL,NULL,NULL,"0"
"3156",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290121000","  "," --Ethylene","29","Organic chemicals","2901","Acyclic hydrocarbons.","290121"," - - Ethylene","9","1","R","0",NULL,NULL,NULL,"0"
"3157",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290122000","  "," --Propene (propylene)","29","Organic chemicals","2901","Acyclic hydrocarbons.","290122"," - - Propene (propylene)","9","1","R","0",NULL,NULL,NULL,"0"
"3158",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290123000","  "," --Butene (butylene) and isomers thereof","29","Organic chemicals","2901","Acyclic hydrocarbons.","290123"," - - Butene (butylene) and isomers thereof","9","1","R","0",NULL,NULL,NULL,"0"
"3159",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290124010","  "," ---1 Buta-1,3-diene","29","Organic chemicals","2901","Acyclic hydrocarbons.","290124"," - - Buta-1,3-diene and isoprene","9","1","R","0",NULL,NULL,NULL,"0"
"3160",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290124020","  "," ---2 Isoprene","29","Organic chemicals","2901","Acyclic hydrocarbons.","290124"," - - Buta-1,3-diene and isoprene","9","1","R","0",NULL,NULL,NULL,"0"
"3161",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290129000","  "," --Other","29","Organic chemicals","2901","Acyclic hydrocarbons.","290129"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3162",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290211000","  "," --Cyclohexane","29","Organic chemicals","2902","Cyclic hydrocarbons.","290211"," - - Cyclohexane","9","1","R","0",NULL,NULL,NULL,"0"
"3163",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290219010","00'"," ---1 5-Ethylidene-2-norbornene","29","Organic chemicals","2902","Cyclic hydrocarbons.","290219"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3164",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290219010","01'"," ---Pharmaceutical products","29","Organic chemicals","2902","Cyclic hydrocarbons.","290219"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3165",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290219010","02'"," ---Other","29","Organic chemicals","2902","Cyclic hydrocarbons.","290219"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3166",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290219090","00'"," ---2 Other","29","Organic chemicals","2902","Cyclic hydrocarbons.","290219"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3167",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290219090","01'"," ---Pharmaceutical products","29","Organic chemicals","2902","Cyclic hydrocarbons.","290219"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3168",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290219090","02'"," ---Other","29","Organic chemicals","2902","Cyclic hydrocarbons.","290219"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3169",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290220000","  "," -Benzene","29","Organic chemicals","2902","Cyclic hydrocarbons.","290220"," - Benzene","9","1","R","0",NULL,NULL,NULL,"0"
"3170",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290230000","  "," -Toluene","29","Organic chemicals","2902","Cyclic hydrocarbons.","290230"," - Toluene","9","1","R","0",NULL,NULL,NULL,"0"
"3171",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290241000","  "," --o-Xylene","29","Organic chemicals","2902","Cyclic hydrocarbons.","290241"," - - o-Xylene","9","1","R","0",NULL,NULL,NULL,"0"
"3172",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290242000","  "," --m-Xylene","29","Organic chemicals","2902","Cyclic hydrocarbons.","290242"," - - m-Xylene","9","1","R","0",NULL,NULL,NULL,"0"
"3173",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290243000","  "," --p-Xylene","29","Organic chemicals","2902","Cyclic hydrocarbons.","290243"," - - p-Xylene","9","1","R","0",NULL,NULL,NULL,"0"
"3174",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290244000","  "," --Mixed xylene isomers","29","Organic chemicals","2902","Cyclic hydrocarbons.","290244"," - - Mixed xylene isomers","9","1","R","0",NULL,NULL,NULL,"0"
"3175",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290250000","  "," -Styrene","29","Organic chemicals","2902","Cyclic hydrocarbons.","290250"," - Styrene","9","1","R","0",NULL,NULL,NULL,"0"
"3176",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290260000","  "," -Ethylbenzene","29","Organic chemicals","2902","Cyclic hydrocarbons.","290260"," - Ethylbenzene","9","1","R","0",NULL,NULL,NULL,"0"
"3177",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290270000","  "," -Cumene","29","Organic chemicals","2902","Cyclic hydrocarbons.","290270"," - Cumene","9","1","R","0",NULL,NULL,NULL,"0"
"3178",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290290000","00'"," -Other I","29","Organic chemicals","2902","Cyclic hydrocarbons.","290290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3179",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290290000","01'"," -Pharmaceutical products","29","Organic chemicals","2902","Cyclic hydrocarbons.","290290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3180",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290290000","02'"," -Other","29","Organic chemicals","2902","Cyclic hydrocarbons.","290290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3181",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290311000","  "," --Chloromethane (methyl chloride) and chloroethane (ethyl chloride)","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290311"," - - Chloromethane (methyl chloride) and chloroethane (ethyl chloride)","9","1","R","0",NULL,NULL,NULL,"0"
"3182",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290312000","  "," --Dichloromethane (methylene chloride)","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290312"," - - Dichloromethane (methylene chloride)","9","1","R","0",NULL,NULL,NULL,"0"
"3183",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290313000","  "," --Chloroform (trichloromethane)","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290313"," - - Chloroform (trichloromethane)","9","1","R","0",NULL,NULL,NULL,"0"
"3184",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290314000","  "," --Carbon tetrachloride","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290314"," - - Carbon tetrachloride","9","1","R","0",NULL,NULL,NULL,"0"
"3185",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290315000","  "," --Ethylene dichloride (ISO) (1,2-dichloroethane)","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290315"," - - Ethylene dichloride (ISO) (1,2-dichloroethane)","9","1","R","0",NULL,NULL,NULL,"0"
"3186",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290319010","  "," ---1,1,1-Trichloroethane","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290319"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3187",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290319090","  "," ---Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290319"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3188",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290321000","  "," --Vinyl chloride (chloroethylene)","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290321"," - - Vinyl chloride (chloroethylene)","9","1","R","0",NULL,NULL,NULL,"0"
"3189",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290322000","  "," --Trichloroethylene","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290322"," - - Trichloroethylene","9","1","R","0",NULL,NULL,NULL,"0"
"3190",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290323000","  "," --Tetrachloroethylene (perchloroethylene)","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290323"," - - Tetrachloroethylene (perchloroethylene)","9","1","R","0",NULL,NULL,NULL,"0"
"3191",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290329000","  "," --Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290329"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3192",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290331000","  "," --Ethylene dibromide (ISO) (1,2-dibromoethane)","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290331"," - - Ethylene dibromide (ISO) (1,2-dibromoethane)","9","1","R","0",NULL,NULL,NULL,"0"
"3193",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339011","00'"," ----Methyl bromide","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3194",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339011","01'"," ----Pharmaceutical products","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3195",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339011","02'"," ----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3196",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339019","00'"," ----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3197",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339019","01'"," ----Pharmaceutical products","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3198",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339019","02'"," ----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3199",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339021","00'"," ----Perfluoromethane (PFC-14)","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3200",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339021","01'"," ----Pharmaceutical products","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3201",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339021","02'"," ----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3202",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339022","00'"," ----Perfluoroethane (PFC-116)","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3203",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339022","01'"," ----Pharmaceutical products","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3204",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339022","02'"," ----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3205",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339023","00'"," ----Difluoromethane (HFC-32)","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3206",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339023","01'"," ----Pharmaceutical products","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3207",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339023","02'"," ----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3208",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339024","00'"," ----Pentafluoroethane (HFC-125)","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3209",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339024","01'"," ----Pharmaceutical products","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3210",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339024","02'"," ----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3211",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339026","00'"," ----1,1,1-Trifluoroethane (HFC-143a)","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3212",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339026","01'"," ----Pharmaceutical products","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3213",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339026","02'"," ----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3214",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339029","00'"," ----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3215",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339029","01'"," ----Pharmaceutical products","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3216",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339029","02'"," ----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3217",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339031","00'"," -----In spray containers","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3218",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339031","01'"," -----Pharmaceutical products","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3219",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339031","02'"," -----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3220",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339039","00'"," -----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3221",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339039","01'"," -----Pharmaceutical products","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3222",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339039","02'"," -----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3223",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339041","00'"," -----In spray containers","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3224",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339041","01'"," -----Pharmaceutical products","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3225",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339041","02'"," -----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3226",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339049","00'"," -----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3227",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339049","01'"," -----Pharmaceutical products","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3228",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339049","02'"," -----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3229",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339051","00'"," ----Perfluoropropane (PFC-218)","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3230",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339051","01'"," ----Pharmaceutical products","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3231",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339051","02'"," ----Other","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3232",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339052","00'"," ----Perfluorohexane (PFC-51-14)","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"3233",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","290339052","01'"," ----Pharmaceutical products","29","Organic chemicals","2903","Halogenated derivatives of hydrocarbons.","290339"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
