"hscode_id","query_name","base_nomenclature","classification","reporter","reporter_code","year","subid","tl","tls","tldesc","product","product_description","hs4","hs4desc","hs6","hs6desc","level","tl_level_flag","record_status","d_in","i_ts","u_ts","d_ts","local_policies"
"1",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010121100","  "," ---1 Certified as being those other than Thoroughbred, Thoroughbred-grade, Arab, Anglo-Arab or Arab-grade horses (hereinafter referred to as ""light-breed horses"") in accordance with the provisions of the Cabinet Order for Enforcement of the Cust","01","Live animals","0101","Live horses, asses, mules and hinnies.","010121"," - - Pure-bred breeding animals","9","1","R","0",NULL,NULL,NULL,"0"
"2",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010121210","  "," ----(1) ""Light-breed horses"" certified as being those used for purposes other than horse-race and as being not pregnant in accordance with the provisions of a Cabinet Order","01","Live animals","0101","Live horses, asses, mules and hinnies.","010121"," - - Pure-bred breeding animals","9","1","R","0",NULL,NULL,NULL,"0"
"3",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010121290","  "," ----(2) Other","01","Live animals","0101","Live horses, asses, mules and hinnies.","010121"," - - Pure-bred breeding animals","9","1","R","0",NULL,NULL,NULL,"0"
"4",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010129100","  "," ---1 Certified as being not ""light-breed horses"" in accordance with the provisions of a Cabinet Order","01","Live animals","0101","Live horses, asses, mules and hinnies.","010129"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"5",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010129210","  "," ----(1) ""Light-breed horses"" certified as being those used for purposes other than horse-race and as being not pregnant in accordance with the provisions of a Cabinet Order","01","Live animals","0101","Live horses, asses, mules and hinnies.","010129"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"6",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010129290","  "," ----(2) Other","01","Live animals","0101","Live horses, asses, mules and hinnies.","010129"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"7",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010130000","  "," -Asses","01","Live animals","0101","Live horses, asses, mules and hinnies.","010130"," - Asses","9","1","R","0",NULL,NULL,NULL,"0"
"8",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010190000","  "," -Other","01","Live animals","0101","Live horses, asses, mules and hinnies.","010190"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"9",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010221000","  "," --Pure-bred breeding animals","01","Live animals","0102","Live bovine animals.","010221"," - - Pure-bred breeding animals","9","1","R","0",NULL,NULL,NULL,"0"
"10",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010229100","  "," ---1 Weighing not more than 300 kg","01","Live animals","0102","Live bovine animals.","010229"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"11",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010229200","  "," ---2 Other","01","Live animals","0102","Live bovine animals.","010229"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"12",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010231000","  "," --Pure-bred breeding animals","01","Live animals","0102","Live bovine animals.","010231"," - - Pure-bred breeding animals","9","1","R","0",NULL,NULL,NULL,"0"
"13",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010239000","  "," --Other","01","Live animals","0102","Live bovine animals.","010239"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"14",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010290100","  "," --1 Pure-bred breeding animals","01","Live animals","0102","Live bovine animals.","010290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"15",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010290210","  "," ---(1) Weighing not more than 300 kg","01","Live animals","0102","Live bovine animals.","010290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"16",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010290290","  "," ---(2) Other","01","Live animals","0102","Live bovine animals.","010290"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"17",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010310000","  "," -Pure-bred breeding animals","01","Live animals","0103","Live swine.","010310"," - Pure-bred breeding animals","9","1","R","0",NULL,NULL,NULL,"0"
"18",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010391000","  "," --Weighing less than 50 kg","01","Live animals","0103","Live swine.","010391"," - - Weighing less than 50 kg","9","1","R","0",NULL,NULL,NULL,"0"
"19",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010392011","  "," ---*[1] Per each, not more than the upper limit prices for the specific duty applied on live swine where the upper limit prices shall be obtained by subtracting Prices B from Prices A, the same definition shall be applied in this heading Prices ","01","Live animals","0103","Live swine.","010392"," - - Weighing 50 kg or more","9","1","R","0",NULL,NULL,NULL,"0"
"20",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010392012","  "," ---*[2] Per each, more than the upper limit prices for the specific duty applied on live swine, but not more than the gate prices where the gate prices shall be obtained by dividing Prices A by Rates B plus 1, the same definition shall be applie","01","Live animals","0103","Live swine.","010392"," - - Weighing 50 kg or more","9","1","R","0",NULL,NULL,NULL,"0"
"21",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010392020","  "," ---*[3] Per each, more than the gate price of live swine, in value for customs duty S","01","Live animals","0103","Live swine.","010392"," - - Weighing 50 kg or more","9","1","R","0",NULL,NULL,NULL,"0"
"22",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010410000","  "," -Sheep","01","Live animals","0104","Live sheep and goats.","010410"," - Sheep","9","1","R","0",NULL,NULL,NULL,"0"
"23",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010420000","  "," -Goats","01","Live animals","0104","Live sheep and goats.","010420"," - Goats","9","1","R","0",NULL,NULL,NULL,"0"
"24",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010511000","  "," --Fowls of the species Gallus domesticus","01","Live animals","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guin","010511"," - - Fowls of the species Gallus domesticus","9","1","R","0",NULL,NULL,NULL,"0"
"25",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010512000","  "," --Turkeys","01","Live animals","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guin","010512"," - - Turkeys","9","1","R","0",NULL,NULL,NULL,"0"
"26",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010513000","  "," --Ducks","01","Live animals","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guin","010513"," - - Ducks","9","1","R","0",NULL,NULL,NULL,"0"
"27",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010514000","  "," --Geese","01","Live animals","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guin","010514"," - - Geese","9","1","R","0",NULL,NULL,NULL,"0"
"28",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010515000","  "," --Guinea fowls","01","Live animals","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guin","010515"," - - Guinea fowls","9","1","R","0",NULL,NULL,NULL,"0"
"29",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010594000","  "," --Fowls of the species Gallus domesticus","01","Live animals","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guin","010594"," - - Fowls of the species Gallus domesticus","9","1","R","0",NULL,NULL,NULL,"0"
"30",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010599000","  "," --Other","01","Live animals","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guin","010599"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"31",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010611000","  "," --Primates","01","Live animals","0106","Other live animals.","010611"," - - Primates","9","1","R","0",NULL,NULL,NULL,"0"
"32",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010612010","  "," ---Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia)","01","Live animals","0106","Other live animals.","010612"," - - Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of ","9","1","R","0",NULL,NULL,NULL,"0"
"33",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010612090","  "," ---Other","01","Live animals","0106","Other live animals.","010612"," - - Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of ","9","1","R","0",NULL,NULL,NULL,"0"
"34",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010613000","  "," --Camels and other camelids (Camelidae)","01","Live animals","0106","Other live animals.","010613"," - - Camels and other camelids (Camelidae)","9","1","R","0",NULL,NULL,NULL,"0"
"35",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010614000","  "," --Rabbits and hares","01","Live animals","0106","Other live animals.","010614"," - - Rabbits and hares","9","1","R","0",NULL,NULL,NULL,"0"
"36",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010619010","  "," ---Carnivores","01","Live animals","0106","Other live animals.","010619"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"37",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010619090","  "," ---Other","01","Live animals","0106","Other live animals.","010619"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"38",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010620010","  "," --Turtles and tortoises","01","Live animals","0106","Other live animals.","010620"," - Reptiles (including snakes and turtles)","9","1","R","0",NULL,NULL,NULL,"0"
"39",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010620020","  "," --Crocodiles and alligators","01","Live animals","0106","Other live animals.","010620"," - Reptiles (including snakes and turtles)","9","1","R","0",NULL,NULL,NULL,"0"
"40",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010620031","  "," ---Lizards","01","Live animals","0106","Other live animals.","010620"," - Reptiles (including snakes and turtles)","9","1","R","0",NULL,NULL,NULL,"0"
"41",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010620039","  "," ---Other","01","Live animals","0106","Other live animals.","010620"," - Reptiles (including snakes and turtles)","9","1","R","0",NULL,NULL,NULL,"0"
"42",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010620090","  "," --Other","01","Live animals","0106","Other live animals.","010620"," - Reptiles (including snakes and turtles)","9","1","R","0",NULL,NULL,NULL,"0"
"43",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010631000","  "," --Birds of prey","01","Live animals","0106","Other live animals.","010631"," - - Birds of prey","9","1","R","0",NULL,NULL,NULL,"0"
"44",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010632000","  "," --Psittaciformes (including parrots, parakeets, macaws and cockatoos)","01","Live animals","0106","Other live animals.","010632"," - - Psittaciformes (including parrots, parakeets, macaws and cockatoos)","9","1","R","0",NULL,NULL,NULL,"0"
"45",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010633000","  "," --Ostriches; emus (Dromaius novaehollandiae)","01","Live animals","0106","Other live animals.","010633"," - - Ostriches; emus (Dromaius novaehollandiae)","9","1","R","0",NULL,NULL,NULL,"0"
"46",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010639000","  "," --Other","01","Live animals","0106","Other live animals.","010639"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"47",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010641000","  "," --Bees","01","Live animals","0106","Other live animals.","010641"," - - Bees","9","1","R","0",NULL,NULL,NULL,"0"
"48",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010649000","  "," --Other","01","Live animals","0106","Other live animals.","010649"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"49",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010690011","  "," ---Anura","01","Live animals","0106","Other live animals.","010690"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"50",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010690012","  "," ---Caudata","01","Live animals","0106","Other live animals.","010690"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"51",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010690019","  "," ---Other","01","Live animals","0106","Other live animals.","010690"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"52",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","010690090","  "," --Other","01","Live animals","0106","Other live animals.","010690"," - Other","9","1","R","0",NULL,NULL,NULL,"0"
"53",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020110000","  "," -Carcasses and half-carcasses","02","Meat and edible meat offal","0201","Meat of bovine animals, fresh or chilled.","020110"," - Carcasses and half-carcasses","9","1","R","0",NULL,NULL,NULL,"0"
"54",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020120000","  "," -Other cuts with bone in","02","Meat and edible meat offal","0201","Meat of bovine animals, fresh or chilled.","020120"," - Other cuts with bone in","9","1","R","0",NULL,NULL,NULL,"0"
"55",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020130010","  "," --Loin","02","Meat and edible meat offal","0201","Meat of bovine animals, fresh or chilled.","020130"," - Boneless","9","1","R","0",NULL,NULL,NULL,"0"
"56",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020130020","  "," --Chuck, Clod and Round","02","Meat and edible meat offal","0201","Meat of bovine animals, fresh or chilled.","020130"," - Boneless","9","1","R","0",NULL,NULL,NULL,"0"
"57",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020130030","  "," --Brisket and plate","02","Meat and edible meat offal","0201","Meat of bovine animals, fresh or chilled.","020130"," - Boneless","9","1","R","0",NULL,NULL,NULL,"0"
"58",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020130090","  "," --Other","02","Meat and edible meat offal","0201","Meat of bovine animals, fresh or chilled.","020130"," - Boneless","9","1","R","0",NULL,NULL,NULL,"0"
"59",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020210000","  "," -Carcasses and half-carcasses","02","Meat and edible meat offal","0202","Meat of bovine animals, frozen.","020210"," - Carcasses and half-carcasses","9","1","R","0",NULL,NULL,NULL,"0"
"60",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020220000","  "," -Other cuts with bone in","02","Meat and edible meat offal","0202","Meat of bovine animals, frozen.","020220"," - Other cuts with bone in","9","1","R","0",NULL,NULL,NULL,"0"
"61",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020230010","  "," --Loin","02","Meat and edible meat offal","0202","Meat of bovine animals, frozen.","020230"," - Boneless","9","1","R","0",NULL,NULL,NULL,"0"
"62",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020230020","  "," --Chuck, Clod and Round","02","Meat and edible meat offal","0202","Meat of bovine animals, frozen.","020230"," - Boneless","9","1","R","0",NULL,NULL,NULL,"0"
"63",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020230030","  "," --Brisket and plate","02","Meat and edible meat offal","0202","Meat of bovine animals, frozen.","020230"," - Boneless","9","1","R","0",NULL,NULL,NULL,"0"
"64",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020230090","  "," --Other","02","Meat and edible meat offal","0202","Meat of bovine animals, frozen.","020230"," - Boneless","9","1","R","0",NULL,NULL,NULL,"0"
"65",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020311010","  "," ---1 Of wild boars","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020311"," - - Carcasses and half-carcasses","9","1","R","0",NULL,NULL,NULL,"0"
"66",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020311020","  "," ----*[1] Each kilogram, in value for customs duty, not more than the upper limit prices for the specific duty applied on pig carcass, where the upper limit prices shall be obtained by substracting Prices B from Prices A, the same definition shal","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020311"," - - Carcasses and half-carcasses","9","1","R","0",NULL,NULL,NULL,"0"
"67",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020311031","  "," -----Less than 299.25 yen/kg in value for customs duty","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020311"," - - Carcasses and half-carcasses","9","1","R","0",NULL,NULL,NULL,"0"
"68",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020311032","  "," -----Not less than 299.25 yen/kg in value for customs duty","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020311"," - - Carcasses and half-carcasses","9","1","R","0",NULL,NULL,NULL,"0"
"69",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020311040","  "," ----*[3] Each kilogram, more than the gate prices of pig carcass, in value for customs duty S","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020311"," - - Carcasses and half-carcasses","9","1","R","0",NULL,NULL,NULL,"0"
"70",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020312010","  "," ---1 Of wild boars","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020312"," - - Hams, shoulders and cuts thereof, with bone in","9","1","R","0",NULL,NULL,NULL,"0"
"71",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020312022","  "," ----*[3] Each kilogram, more than the gate prices of partial pig, in value for customs duty S","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020312"," - - Hams, shoulders and cuts thereof, with bone in","9","1","R","0",NULL,NULL,NULL,"0"
"72",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020312023","  "," ----*[1] Each kilogram, in value for customs duty, not more than the upper limit prices for the specific duty applied on partial pig, where the upper limit prices shall be obtained by substracting Prices B from Prices A, the same definition shal","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020312"," - - Hams, shoulders and cuts thereof, with bone in","9","1","R","0",NULL,NULL,NULL,"0"
"73",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020312024","  "," -----Less than 399 yen/kg in value for customs duty","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020312"," - - Hams, shoulders and cuts thereof, with bone in","9","1","R","0",NULL,NULL,NULL,"0"
"74",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020312025","  "," -----Not less than 399 yen/kg in value for customs duty","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020312"," - - Hams, shoulders and cuts thereof, with bone in","9","1","R","0",NULL,NULL,NULL,"0"
"75",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020319010","  "," ---1 Of wild boars","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020319"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"76",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020319022","  "," ----*[3] Each kilogram, more than the gate prices of partial pig, in value for customs duty S","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020319"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"77",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020319023","  "," ----*[1] Each kilogram, not more than the upper limit prices for the specific duty applied on partial pig, in value for customs duty S","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020319"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"78",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020319024","  "," -----Less than 399 yen/kg in value for customs duty","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020319"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"79",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020319025","  "," -----Not less than 399 yen/kg in value for customs duty","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020319"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"80",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020321010","  "," ---1 Of wild boars","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020321"," - - Carcasses and half-carcasses","9","1","R","0",NULL,NULL,NULL,"0"
"81",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020321020","  "," ----*[1] Each kilogram, not more than the upper limit prices for the specific duty applied on pig carcass, in value for customs duty S","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020321"," - - Carcasses and half-carcasses","9","1","R","0",NULL,NULL,NULL,"0"
"82",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020321031","  "," -----Less than 299.25 yen/kg in value for customs duty","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020321"," - - Carcasses and half-carcasses","9","1","R","0",NULL,NULL,NULL,"0"
"83",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020321032","  "," -----Not less than 299.25 yen/kg in value for customs duty","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020321"," - - Carcasses and half-carcasses","9","1","R","0",NULL,NULL,NULL,"0"
"84",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020321040","  "," ----*[3] Each kilogram, more than the gate prices of pig carcass, in value for customs duty S","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020321"," - - Carcasses and half-carcasses","9","1","R","0",NULL,NULL,NULL,"0"
"85",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020322010","  "," ---1 Of wild boars","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020322"," - - Hams, shoulders and cuts thereof, with bone in","9","1","R","0",NULL,NULL,NULL,"0"
"86",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020322022","  "," ----*[3] Each kilogram, more than the gate prices of partial pig, in value for customs duty S","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020322"," - - Hams, shoulders and cuts thereof, with bone in","9","1","R","0",NULL,NULL,NULL,"0"
"87",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020322023","  "," ----*[1] Each kilogram, not more than the upper limit prices for the specific duty applied on partial pig, in value for customs duty S","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020322"," - - Hams, shoulders and cuts thereof, with bone in","9","1","R","0",NULL,NULL,NULL,"0"
"88",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020322024","  "," -----Less than 399 yen/kg in value for customs duty","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020322"," - - Hams, shoulders and cuts thereof, with bone in","9","1","R","0",NULL,NULL,NULL,"0"
"89",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020322025","  "," -----Not less than 399 yen/kg in value for customs duty","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020322"," - - Hams, shoulders and cuts thereof, with bone in","9","1","R","0",NULL,NULL,NULL,"0"
"90",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020329010","  "," ---1 Of wild boars","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020329"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"91",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020329022","  "," ----*[3] Each kilogram, more than the gate prices of partial pig, in value for customs duty S","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020329"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"92",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020329023","  "," ----*[1] Each kilogram, not more than the upper limit prices for the specific duty applied on partial pig, in value for customs duty S","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020329"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"93",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020329024","  "," -----Less than 399 yen/kg in value for customs duty","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020329"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"94",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020329025","  "," -----Not less than 399 yen/kg in value for customs duty","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020329"," - - Other","9","1","R","0",NULL,NULL,NULL,"0"
"95",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020410000","  "," -Carcasses and half-carcasses of lamb, fresh or chilled","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020410"," - Carcasses and half-carcasses of lamb, fresh or chilled","9","1","R","0",NULL,NULL,NULL,"0"
"96",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020421000","  "," --Carcasses and half-carcasses","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020421"," - - Carcasses and half-carcasses","9","1","R","0",NULL,NULL,NULL,"0"
"97",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020422000","  "," --Other cuts with bone in","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020422"," - - Other cuts with bone in","9","1","R","0",NULL,NULL,NULL,"0"
"98",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020423000","  "," --Boneless","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020423"," - - Boneless","9","1","R","0",NULL,NULL,NULL,"0"
"99",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020430000","  "," -Carcasses and half-carcasses of lamb, frozen","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020430"," - Carcasses and half-carcasses of lamb, frozen","9","1","R","0",NULL,NULL,NULL,"0"
"100",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020441000","  "," --Carcasses and half-carcasses","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020441"," - - Carcasses and half-carcasses","9","1","R","0",NULL,NULL,NULL,"0"
"101",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020442000","  "," --Other cuts with bone in","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020442"," - - Other cuts with bone in","9","1","R","0",NULL,NULL,NULL,"0"
"102",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020443000","  "," --Boneless","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020443"," - - Boneless","9","1","R","0",NULL,NULL,NULL,"0"
"103",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020450000","  "," -Meat of goats","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020450"," - Meat of goats","9","1","R","0",NULL,NULL,NULL,"0"
"104",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020500000","  "," Meat of horses, asses, mules or hinnies, fresh, chilled or frozen","02","Meat and edible meat offal","0205","Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.","020500"," Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.","9","1","R","0",NULL,NULL,NULL,"0"
"105",NULL,"HS 2017","Harmonized System 2017","Japan","392","2020","1","020610011","  "," ----Tongues","02","Meat and edible meat offal","0206","Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled","020610"," - Of bovine animals, fresh or chilled","9","1","R","0",NULL,NULL,NULL,"0"
